"Time","Hero","X Pos.","Y Pos.","Type","Visible to"
"20.75","Lycan","115","100","normal","Radiant only"
"20.80","Puck","113","141","normal","Radiant only"
"20.80","Keeper of the Light","118","125","normal","Radiant only"
"20.80","Lycan","119","96","normal","Radiant only"
"20.85","Puck","108","146","normal","Radiant only"
"20.85","Keeper of the Light","116","134","normal","Radiant only"
"20.85","Lycan","119","96","normal","Radiant only"
"20.85","Io","90","173","normal","Radiant only"
"20.90","Puck","100","148","normal","Radiant only"
"20.90","Keeper of the Light","111","137","normal","Radiant only"
"20.90","Lycan","119","96","normal","Radiant only"
"20.90","Morphling","92","171","normal","Radiant only"
"20.90","Io","85","175","normal","Radiant only"
"20.95","Keeper of the Light","114","128","normal","Radiant only"
"20.95","Lycan","119","96","normal","Radiant only"
"20.95","Morphling","87","170","normal","Radiant only"
"20.95","Io","80","171","normal","Radiant only"
"21.00","Puck","79","156","normal","Radiant only"
"21.00","Keeper of the Light","119","122","normal","Radiant only"
"21.00","Lycan","118","103","normal","Radiant only"
"21.00","Morphling","88","170","normal","Radiant only"
"21.00","Io","79","171","normal","Radiant only"
"21.05","Puck","75","160","normal","Radiant only"
"21.05","Keeper of the Light","119","122","normal","Radiant only"
"21.05","Lycan","124","106","normal","Radiant only"
"21.05","Io","80","174","normal","Radiant only"
"21.10","Puck","82","160","normal","Radiant only"
"21.10","Keeper of the Light","120","123","normal","Radiant only"
"21.10","Lycan","132","107","normal","Radiant only"
"21.10","Io","83","177","normal","Radiant only"
"21.15","Puck","90","158","normal","Radiant only"
"21.15","Keeper of the Light","117","122","normal","Radiant only"
"21.15","Lycan","141","107","normal","Radiant only"
"21.15","Io","87","177","normal","Radiant only"
"21.20","Puck","91","157","normal","Radiant only"
"21.20","Keeper of the Light","118","115","normal","Radiant only"
"21.20","Morphling","90","173","normal","Radiant only"
"21.20","Io","91","178","normal","Radiant only"
"21.25","Puck","90","160","normal","Radiant only"
"21.25","Keeper of the Light","122","109","normal","Radiant only"
"21.25","Morphling","84","172","normal","Radiant only"
"21.25","Io","83","176","normal","Radiant only"
"21.30","Puck","95","161","normal","Radiant only"
"21.30","Keeper of the Light","130","106","normal","Radiant only"
"21.30","Morphling","78","169","normal","Radiant only"
"21.30","Io","78","171","normal","Radiant only"
"21.35","Puck","97","160","normal","Radiant only"
"21.35","Keeper of the Light","135","99","normal","Radiant only"
"21.35","Morphling","74","164","normal","Radiant only"
"21.35","Io","76","165","normal","Radiant only"
"21.36","Puck","97","160","on hero kill","Radiant only"
"21.36","Keeper of the Light","136","97","on hero kill","Radiant only"
"21.36","Morphling","77","164","on hero kill","Radiant only"
"21.36","Io","76","165","on hero kill","Radiant only"
"21.40","Puck","98","162","normal","Radiant only"
"21.40","Keeper of the Light","135","98","normal","Radiant only"
"21.40","Morphling","82","168","normal","Radiant only"
"21.40","Io","81","167","normal","Radiant only"
"21.45","Puck","99","167","normal","Radiant only"
"21.45","Keeper of the Light","130","106","normal","Radiant only"
"21.45","Morphling","91","170","normal","Radiant only"
"21.45","Io","90","170","normal","Radiant only"
"21.50","Puck","103","172","normal","Radiant only"
"21.50","Keeper of the Light","124","113","normal","Radiant only"
"21.50","Morphling","100","172","normal","Radiant only"
"21.50","Io","99","172","normal","Radiant only"
"21.55","Puck","102","172","normal","Radiant only"
"21.55","Keeper of the Light","122","122","normal","Radiant only"
"21.60","Puck","109","174","normal","Radiant only"
"21.60","Keeper of the Light","126","126","normal","Radiant only"
"21.60","Morphling","120","174","normal","Radiant only"
"21.60","Io","114","176","normal","Radiant only"
"21.65","Puck","118","176","normal","Radiant only"
"21.65","Keeper of the Light","126","126","normal","Radiant only"
"21.65","Io","127","174","normal","Radiant only"
"21.70","Puck","125","178","normal","Radiant only"
"21.70","Keeper of the Light","128","132","normal","Radiant only"
"21.75","Puck","124","177","normal","Radiant only"
"21.75","Keeper of the Light","127","136","normal","Radiant only"
"21.75","Morphling","135","173","normal","Radiant only"
"21.80","Puck","133","176","normal","Radiant only"
"21.80","Keeper of the Light","129","134","normal","Radiant only"
"21.80","Morphling","144","174","normal","Radiant only"
"21.80","Io","141","175","normal","Radiant only"
"21.85","Puck","138","176","normal","Radiant only"
"21.85","Keeper of the Light","129","134","normal","Radiant only"
"21.85","Io","137","175","normal","Radiant only"
"21.90","Puck","138","176","normal","Radiant only"
"21.90","Keeper of the Light","131","133","normal","Radiant only"
"21.90","Io","137","175","normal","Radiant only"
"21.95","Puck","139","176","normal","Radiant only"
"21.95","Keeper of the Light","126","130","normal","Radiant only"
"21.95","Lycan","152","98","dead","Radiant only"
"21.95","Io","138","174","normal","Radiant only"
"22.00","Puck","138","176","normal","Radiant only"
"22.00","Keeper of the Light","122","122","normal","Radiant only"
"22.00","Lycan","152","98","dead","Radiant only"
"22.00","Morphling","116","80","normal","Radiant only"
"22.00","Io","136","175","normal","Radiant only"
"22.05","Puck","138","176","normal","Radiant only"
"22.05","Keeper of the Light","124","113","normal","Radiant only"
"22.05","Lycan","152","98","dead","Radiant only"
"22.05","Io","132","172","normal","Radiant only"
"22.10","Puck","101","78","normal","Radiant only"
"22.10","Keeper of the Light","130","106","normal","Radiant only"
"22.10","Lycan","152","98","dead","Radiant only"
"22.10","Io","132","172","normal","Radiant only"
"22.15","Puck","107","78","normal","Radiant only"
"22.15","Keeper of the Light","132","102","normal","Radiant only"
"22.15","Lycan","72","74","normal","Radiant only"
"22.15","Io","104","80","normal","Radiant only"
"22.20","Keeper of the Light","126","108","normal","Radiant only"
"22.20","Lycan","72","74","normal","Radiant only"
"22.20","Io","111","76","normal","Radiant only"
"22.25","Puck","120","83","normal","Radiant only"
"22.25","Keeper of the Light","127","107","normal","Radiant only"
"22.25","Lycan","122","84","normal","Radiant only"
"22.30","Keeper of the Light","134","101","normal","Radiant only"
"22.45","Lycan","139","81","normal","Radiant only"
"22.50","Io","132","93","on hero kill","Radiant only"
"22.50","Io","132","92","normal","Radiant only"
"22.75","Puck","151","88","normal","Radiant only"
"22.80","Morphling","136","73","normal","Radiant only"
"22.85","Morphling","71","75","normal","Radiant only"
"22.90","Morphling","71","75","normal","Radiant only"
"22.95","Morphling","71","75","normal","Radiant only"
"23.05","Puck","156","95","normal","Radiant only"
"23.05","Lycan","152","101","normal","Radiant only"
"23.05","Morphling","149","95","normal","Radiant only"
"23.10","Lycan","152","101","normal","Radiant only"
"23.15","Lycan","150","100","normal","Radiant only"
"23.15","Io","76","78","normal","Radiant only"
"23.20","Puck","128","92","normal","Radiant only"
"23.20","Io","77","79","normal","Radiant only"
"23.25","Puck","122","87","normal","Radiant only"
"23.25","Io","83","79","normal","Radiant only"
"23.30","Puck","123","79","normal","Radiant only"
"23.30","Lycan","135","96","normal","Radiant only"
"23.30","Io","91","79","normal","Radiant only"
"23.35","Puck","120","74","normal","Radiant only"
"23.35","Io","99","78","normal","Radiant only"
"23.40","Puck","118","77","normal","Radiant only"
"23.40","Keeper of the Light","77","79","normal","Radiant only"
"23.40","Io","107","78","normal","Radiant only"
"23.45","Puck","102","77","normal","Radiant only"
"23.45","Keeper of the Light","84","84","normal","Radiant only"
"23.45","Morphling","150","79","normal","Radiant only"
"23.45","Io","116","78","normal","Radiant only"
"23.50","Puck","95","76","normal","Radiant only"
"23.50","Keeper of the Light","91","91","normal","Radiant only"
"23.50","Morphling","157","80","normal","Radiant only"
"23.50","Io","124","77","normal","Radiant only"
"23.55","Puck","86","77","normal","Radiant only"
"23.55","Keeper of the Light","98","96","normal","Radiant only"
"23.55","Io","132","77","normal","Radiant only"
"23.60","Puck","77","79","normal","Radiant only"
"23.60","Keeper of the Light","107","96","normal","Radiant only"
"23.65","Puck","74","78","normal","Radiant only"
"23.65","Keeper of the Light","111","97","normal","Radiant only"
"23.65","Lycan","150","100","normal","Radiant only"
"23.65","Morphling","170","86","normal","Radiant only"
"23.65","Io","148","78","normal","Radiant only"
"23.70","Puck","73","77","normal","Radiant only"
"23.70","Keeper of the Light","111","97","normal","Radiant only"
"23.70","Lycan","146","103","normal","Radiant only"
"23.70","Morphling","176","91","normal","Radiant only"
"23.70","Io","156","79","normal","Radiant only"
"23.75","Puck","73","77","normal","Radiant only"
"23.75","Keeper of the Light","110","97","normal","Radiant only"
"23.75","Lycan","143","110","normal","Radiant only"
"23.75","Morphling","179","94","normal","Radiant only"
"23.75","Io","164","82","normal","Radiant only"
"23.80","Puck","73","77","normal","Radiant only"
"23.80","Keeper of the Light","106","98","normal","Radiant only"
"23.80","Lycan","148","112","normal","Radiant only"
"23.80","Morphling","178","102","normal","Radiant only"
"23.80","Io","170","87","normal","Radiant only"
"23.85","Puck","112","116","normal","Radiant only"
"23.85","Keeper of the Light","109","99","normal","Radiant only"
"23.85","Lycan","149","113","normal","Radiant only"
"23.85","Io","173","94","normal","Radiant only"
"23.90","Puck","117","119","normal","Radiant only"
"23.90","Keeper of the Light","113","100","normal","Radiant only"
"23.90","Lycan","142","110","normal","Radiant only"
"23.90","Io","175","102","normal","Radiant only"
"23.95","Keeper of the Light","113","102","normal","Radiant only"
"23.95","Lycan","134","109","normal","Radiant only"
"23.95","Morphling","173","108","normal","Radiant only"
"23.95","Io","177","107","normal","Radiant only"
"24.00","Puck","123","117","normal","Radiant only"
"24.00","Keeper of the Light","114","103","normal","Radiant only"
"24.00","Lycan","126","109","normal","Radiant only"
"24.00","Morphling","165","106","normal","Radiant only"
"24.00","Io","169","107","normal","Radiant only"
"24.05","Puck","119","109","normal","Radiant only"
"24.05","Keeper of the Light","115","105","normal","Radiant only"
"24.05","Lycan","118","111","normal","Radiant only"
"24.05","Morphling","158","106","normal","Radiant only"
"24.05","Io","161","106","normal","Radiant only"
"24.10","Puck","118","110","normal","Radiant only"
"24.10","Keeper of the Light","115","111","normal","Radiant only"
"24.10","Lycan","110","113","normal","Radiant only"
"24.10","Morphling","152","109","normal","Radiant only"
"24.10","Io","156","104","normal","Radiant only"
"24.15","Puck","119","118","normal","Radiant only"
"24.15","Keeper of the Light","118","120","normal","Radiant only"
"24.15","Lycan","102","117","normal","Radiant only"
"24.15","Morphling","152","109","normal","Radiant only"
"24.15","Io","153","107","normal","Radiant only"
"24.20","Puck","124","127","normal","Radiant only"
"24.20","Keeper of the Light","123","128","normal","Radiant only"
"24.20","Lycan","109","115","normal","Radiant only"
"24.20","Morphling","150","112","normal","Radiant only"
"24.20","Io","146","109","normal","Radiant only"
"24.25","Puck","125","136","normal","Radiant only"
"24.25","Keeper of the Light","125","138","normal","Radiant only"
"24.25","Lycan","116","121","normal","Radiant only"
"24.25","Morphling","149","120","normal","Radiant only"
"24.25","Io","145","113","normal","Radiant only"
"24.30","Puck","127","145","normal","Radiant only"
"24.30","Keeper of the Light","124","146","normal","Radiant only"
"24.30","Lycan","123","127","normal","Radiant only"
"24.30","Morphling","148","127","normal","Radiant only"
"24.30","Io","147","124","normal","Radiant only"
"24.35","Lycan","126","135","normal","Radiant only"
"24.35","Morphling","148","126","normal","Radiant only"
"24.35","Io","148","126","normal","Radiant only"
"24.38","Lycan","126","142","on hero kill","Radiant only"
"24.40","Lycan","126","145","normal","Radiant only"
"24.45","Lycan","127","140","normal","Radiant only"
"24.50","Puck","119","154","normal","Radiant only"
"24.50","Keeper of the Light","119","155","normal","Radiant only"
"24.50","Lycan","129","131","normal","Radiant only"
"24.50","Morphling","117","158","normal","Radiant only"
"24.50","Io","118","158","normal","Radiant only"
"24.55","Puck","125","149","normal","Radiant only"
"24.55","Keeper of the Light","122","149","normal","Radiant only"
"24.55","Morphling","111","153","normal","Radiant only"
"24.55","Io","112","154","normal","Radiant only"
"24.60","Puck","127","145","normal","Radiant only"
"24.60","Keeper of the Light","125","141","normal","Radiant only"
"24.60","Morphling","107","147","normal","Radiant only"
"24.60","Io","149","121","normal","Radiant only"
"24.65","Morphling","103","140","normal","Radiant only"
"24.65","Io","144","119","normal","Radiant only"
"24.70","Puck","128","132","normal","Radiant only"
"24.70","Morphling","96","136","normal","Radiant only"
"24.70","Io","141","121","normal","Radiant only"
"24.75","Keeper of the Light","137","124","normal","Radiant only"
"24.75","Morphling","92","131","normal","Radiant only"
"24.80","Keeper of the Light","143","118","normal","Radiant only"
"24.80","Lycan","141","126","normal","Radiant only"
"24.85","Puck","141","122","normal","Radiant only"
"24.85","Keeper of the Light","145","111","normal","Radiant only"
"24.85","Lycan","144","118","normal","Radiant only"
"24.90","Puck","145","115","normal","Radiant only"
"24.90","Keeper of the Light","147","101","normal","Radiant only"
"24.90","Lycan","145","110","normal","Radiant only"
"24.95","Puck","144","107","normal","Radiant only"
"24.95","Lycan","146","102","normal","Radiant only"
"25.00","Lycan","150","101","normal","Radiant only"
"25.00","Morphling","79","135","normal","Radiant only"
"25.00","Io","77","132","normal","Radiant only"
"25.05","Lycan","151","101","normal","Radiant only"
"25.05","Morphling","79","144","normal","Radiant only"
"25.05","Io","75","141","normal","Radiant only"
"25.10","Puck","140","99","normal","Radiant only"
"25.10","Lycan","153","100","normal","Radiant only"
"25.15","Lycan","160","96","normal","Radiant only"
"25.15","Io","72","145","normal","Radiant only"
"25.20","Puck","127","84","normal","Radiant only"
"25.20","Keeper of the Light","142","89","normal","Radiant only"
"25.20","Lycan","161","88","normal","Radiant only"
"25.20","Io","72","145","normal","Radiant only"
"25.25","Puck","122","80","normal","Radiant only"
"25.25","Keeper of the Light","138","95","normal","Radiant only"
"25.25","Lycan","163","82","normal","Radiant only"
"25.25","Morphling","77","155","normal","Radiant only"
"25.25","Io","77","146","normal","Radiant only"
"25.30","Puck","114","80","normal","Radiant only"
"25.30","Keeper of the Light","134","102","normal","Radiant only"
"25.30","Morphling","73","161","normal","Radiant only"
"25.30","Io","76","154","normal","Radiant only"
"25.35","Puck","104","80","normal","Radiant only"
"25.35","Keeper of the Light","127","107","normal","Radiant only"
"25.35","Morphling","77","161","normal","Radiant only"
"25.35","Io","73","161","normal","Radiant only"
"25.40","Puck","96","81","normal","Radiant only"
"25.40","Keeper of the Light","123","114","normal","Radiant only"
"25.40","Morphling","82","167","normal","Radiant only"
"25.40","Io","77","167","normal","Radiant only"
"25.45","Puck","81","80","normal","Radiant only"
"25.45","Keeper of the Light","118","122","normal","Radiant only"
"25.45","Io","77","173","normal","Radiant only"
"25.50","Puck","75","78","normal","Radiant only"
"25.50","Keeper of the Light","113","130","normal","Radiant only"
"25.50","Io","77","172","normal","Radiant only"
"25.55","Puck","75","77","normal","Radiant only"
"25.55","Keeper of the Light","110","139","normal","Radiant only"
"25.55","Io","76","159","normal","Radiant only"
"25.60","Puck","75","77","normal","Radiant only"
"25.60","Keeper of the Light","110","141","normal","Radiant only"
"25.60","Morphling","98","171","normal","Radiant only"
"25.60","Io","78","150","normal","Radiant only"
"25.65","Puck","76","79","normal","Radiant only"
"25.65","Keeper of the Light","113","132","normal","Radiant only"
"25.65","Io","78","141","normal","Radiant only"
"25.70","Puck","95","94","normal","Radiant only"
"25.70","Lycan","173","97","normal","Radiant only"
"25.70","Morphling","107","167","normal","Radiant only"
"25.70","Io","77","131","normal","Radiant only"
"25.75","Puck","99","100","normal","Radiant only"
"25.75","Lycan","174","103","normal","Radiant only"
"25.75","Morphling","109","166","normal","Radiant only"
"25.75","Io","80","126","normal","Radiant only"
"25.80","Puck","103","107","normal","Radiant only"
"25.80","Lycan","172","102","normal","Radiant only"
"25.80","Morphling","82","119","normal","Radiant only"
"25.80","Io","82","120","normal","Radiant only"
"25.83","Puck","103","112","on hero kill","Radiant only"
"25.83","Lycan","105","110","on hero kill","Radiant only"
"25.83","Morphling","82","119","on hero kill","Radiant only"
"25.83","Io","82","120","on hero kill","Radiant only"
"25.85","Puck","102","116","normal","Radiant only"
"25.85","Lycan","108","112","normal","Radiant only"
"25.85","Morphling","83","118","normal","Radiant only"
"25.85","Io","82","119","normal","Radiant only"
"25.90","Puck","105","121","normal","Radiant only"
"25.90","Keeper of the Light","73","76","normal","Radiant only"
"25.93","Keeper of the Light","73","76","on hero kill","Radiant only"
"25.95","Keeper of the Light","73","76","on hero kill","Radiant only"
"25.95","Keeper of the Light","104","109","normal","Radiant only"
"26.00","Keeper of the Light","111","114","normal","Radiant only"
"26.10","Puck","119","111","normal","Radiant only"
"26.10","Morphling","123","115","dead","Radiant only"
"26.15","Puck","128","108","normal","Radiant only"
"26.15","Morphling","123","115","dead","Radiant only"
"26.15","Io","126","118","dead","Radiant only"
"26.20","Morphling","74","74","normal","Radiant only"
"26.25","Lycan","103","115","on hero kill","Radiant only"
"26.25","Morphling","74","74","on hero kill","Radiant only"
"26.25","Lycan","103","115","normal","Radiant only"
"26.25","Morphling","74","74","normal","Radiant only"
"26.33","Keeper of the Light","105","113","on hero kill","Radiant only"
"26.35","Puck","110","130","normal","Radiant only"
"26.40","Keeper of the Light","107","113","normal","Radiant only"
"26.40","Io","126","118","dead","Radiant only"
"26.45","Keeper of the Light","106","110","normal","Radiant only"
"26.45","Io","126","118","dead","Radiant only"
"26.50","Keeper of the Light","113","114","normal","Radiant only"
"26.50","Io","126","118","dead","Radiant only"
"26.55","Puck","99","107","normal","Radiant only"
"26.55","Keeper of the Light","120","120","normal","Radiant only"
"26.55","Io","126","118","dead","Radiant only"
"26.60","Puck","95","100","normal","Radiant only"
"26.60","Keeper of the Light","127","126","normal","Radiant only"
"26.60","Lycan","133","130","normal","Radiant only"
"26.60","Morphling","135","129","normal","Radiant only"
"26.60","Io","126","118","dead","Radiant only"
"26.65","Puck","90","95","normal","Radiant only"
"26.65","Keeper of the Light","136","129","normal","Radiant only"
"26.65","Lycan","137","126","normal","Radiant only"
"26.65","Morphling","141","133","normal","Radiant only"
"26.65","Io","126","118","dead","Radiant only"
"26.70","Puck","87","87","normal","Radiant only"
"26.70","Keeper of the Light","141","132","normal","Radiant only"
"26.70","Lycan","142","128","normal","Radiant only"
"26.70","Io","75","76","normal","Radiant only"
"26.75","Puck","78","80","normal","Radiant only"
"26.75","Keeper of the Light","143","124","normal","Radiant only"
"26.75","Lycan","143","122","normal","Radiant only"
"26.75","Io","104","108","normal","Radiant only"
"26.80","Puck","75","77","normal","Radiant only"
"26.80","Keeper of the Light","149","118","normal","Radiant only"
"26.80","Lycan","150","119","normal","Radiant only"
"26.80","Io","111","112","normal","Radiant only"
"26.85","Puck","75","77","normal","Radiant only"
"26.85","Keeper of the Light","157","118","normal","Radiant only"
"26.85","Lycan","158","118","normal","Radiant only"
"26.85","Morphling","144","138","normal","Radiant only"
"26.85","Io","117","117","normal","Radiant only"
"26.90","Puck","75","77","normal","Radiant only"
"26.90","Keeper of the Light","159","125","normal","Radiant only"
"26.90","Lycan","166","121","normal","Radiant only"
"26.90","Morphling","152","138","normal","Radiant only"
"26.90","Io","122","123","normal","Radiant only"
"26.95","Puck","75","77","normal","Radiant only"
"26.95","Keeper of the Light","159","130","normal","Radiant only"
"26.95","Morphling","158","135","normal","Radiant only"
"26.95","Io","129","127","normal","Radiant only"
"27.00","Puck","166","131","normal","Radiant only"
"27.00","Keeper of the Light","168","130","normal","Radiant only"
"27.00","Morphling","163","131","normal","Radiant only"
"27.00","Io","136","131","normal","Radiant only"
"27.05","Puck","175","133","normal","Radiant only"
"27.05","Keeper of the Light","174","131","normal","Radiant only"
"27.05","Lycan","176","126","normal","Radiant only"
"27.05","Morphling","171","130","normal","Radiant only"
"27.05","Io","143","135","normal","Radiant only"
"27.10","Puck","175","135","normal","Radiant only"
"27.10","Keeper of the Light","167","131","normal","Radiant only"
"27.10","Lycan","176","134","normal","Radiant only"
"27.10","Morphling","176","133","normal","Radiant only"
"27.15","Puck","174","134","normal","Radiant only"
"27.15","Keeper of the Light","165","132","normal","Radiant only"
"27.15","Io","157","135","normal","Radiant only"
"27.20","Keeper of the Light","174","133","normal","Radiant only"
"27.20","Io","163","132","normal","Radiant only"
"27.25","Io","171","131","normal","Radiant only"
"27.30","Io","174","137","normal","Radiant only"
"27.55","Puck","74","75","normal","Radiant only"
"27.60","Puck","74","76","normal","Radiant only"
"27.60","Keeper of the Light","171","144","normal","Radiant only"
"27.65","Puck","74","76","normal","Radiant only"
"27.75","Puck","114","117","normal","Radiant only"
"27.75","Keeper of the Light","176","147","normal","Radiant only"
"27.80","Puck","120","122","normal","Radiant only"
"27.80","Keeper of the Light","175","146","normal","Radiant only"
"27.85","Puck","134","124","normal","Radiant only"
"27.85","Keeper of the Light","175","142","normal","Radiant only"
"27.85","Morphling","178","142","normal","Radiant only"
"27.90","Puck","141","121","normal","Radiant only"
"27.90","Keeper of the Light","174","133","normal","Radiant only"
"27.90","Lycan","140","158","normal","Radiant only"
"27.90","Morphling","175","134","normal","Radiant only"
"27.90","Io","177","135","normal","Radiant only"
"27.95","Puck","149","119","normal","Radiant only"
"27.95","Keeper of the Light","167","127","normal","Radiant only"
"27.95","Lycan","137","154","normal","Radiant only"
"27.95","Morphling","170","130","normal","Radiant only"
"27.95","Io","176","131","normal","Radiant only"
"28.00","Puck","158","118","normal","Radiant only"
"28.00","Keeper of the Light","172","131","normal","Radiant only"
"28.00","Lycan","137","154","normal","Radiant only"
"28.00","Morphling","175","135","normal","Radiant only"
"28.00","Io","180","137","normal","Radiant only"
"28.05","Puck","165","124","normal","Radiant only"
"28.05","Keeper of the Light","176","135","normal","Radiant only"
"28.05","Lycan","134","152","normal","Radiant only"
"28.05","Morphling","176","138","normal","Radiant only"
"28.10","Puck","172","130","normal","Radiant only"
"28.10","Keeper of the Light","172","131","normal","Radiant only"
"28.10","Lycan","130","146","normal","Radiant only"
"28.10","Morphling","173","131","normal","Radiant only"
"28.10","Io","174","133","normal","Radiant only"
"28.15","Puck","165","124","normal","Radiant only"
"28.15","Keeper of the Light","167","127","normal","Radiant only"
"28.15","Lycan","128","138","normal","Radiant only"
"28.15","Morphling","168","128","normal","Radiant only"
"28.15","Io","167","127","normal","Radiant only"
"28.20","Puck","160","119","normal","Radiant only"
"28.20","Keeper of the Light","160","120","normal","Radiant only"
"28.20","Lycan","130","131","normal","Radiant only"
"28.20","Morphling","162","122","normal","Radiant only"
"28.20","Io","160","121","normal","Radiant only"
"28.25","Lycan","137","126","normal","Radiant only"
"28.25","Morphling","155","118","normal","Radiant only"
"28.30","Puck","147","107","normal","Radiant only"
"28.30","Keeper of the Light","148","116","normal","Radiant only"
"28.30","Lycan","135","125","normal","Radiant only"
"28.30","Morphling","150","119","normal","Radiant only"
"28.30","Io","147","116","normal","Radiant only"
"28.35","Puck","148","106","normal","Radiant only"
"28.35","Keeper of the Light","148","114","normal","Radiant only"
"28.35","Morphling","153","118","normal","Radiant only"
"28.35","Io","142","115","normal","Radiant only"
"28.40","Puck","147","107","normal","Radiant only"
"28.40","Keeper of the Light","148","115","normal","Radiant only"
"28.40","Morphling","150","114","normal","Radiant only"
"28.40","Io","142","116","normal","Radiant only"
"28.45","Puck","135","107","normal","Radiant only"
"28.45","Keeper of the Light","141","115","normal","Radiant only"
"28.45","Morphling","150","107","normal","Radiant only"
"28.45","Io","133","121","normal","Radiant only"
"28.50","Puck","124","117","normal","Radiant only"
"28.50","Keeper of the Light","133","120","normal","Radiant only"
"28.50","Morphling","152","103","normal","Radiant only"
"28.55","Puck","118","123","normal","Radiant only"
"28.55","Keeper of the Light","127","126","normal","Radiant only"
"28.55","Lycan","123","129","normal","Radiant only"
"28.55","Morphling","149","100","normal","Radiant only"
"28.55","Io","115","135","normal","Radiant only"
"28.60","Puck","113","130","normal","Radiant only"
"28.60","Keeper of the Light","127","128","normal","Radiant only"
"28.60","Lycan","116","134","normal","Radiant only"
"28.60","Morphling","143","96","normal","Radiant only"
"28.60","Io","110","141","normal","Radiant only"
"28.65","Puck","121","138","normal","Radiant only"
"28.65","Keeper of the Light","128","129","normal","Radiant only"
"28.65","Lycan","109","135","normal","Radiant only"
"28.65","Morphling","141","98","normal","Radiant only"
"28.65","Io","115","135","normal","Radiant only"
"28.70","Puck","125","142","normal","Radiant only"
"28.70","Keeper of the Light","132","133","normal","Radiant only"
"28.70","Lycan","101","138","normal","Radiant only"
"28.70","Morphling","140","98","normal","Radiant only"
"28.70","Io","117","132","normal","Radiant only"
"28.75","Puck","124","148","normal","Radiant only"
"28.75","Keeper of the Light","135","134","normal","Radiant only"
"28.75","Lycan","94","135","normal","Radiant only"
"28.75","Morphling","135","99","normal","Radiant only"
"28.75","Io","119","128","normal","Radiant only"
"28.80","Puck","122","150","normal","Radiant only"
"28.80","Keeper of the Light","128","132","normal","Radiant only"
"28.80","Lycan","89","131","normal","Radiant only"
"28.80","Morphling","125","104","normal","Radiant only"
"28.80","Io","121","120","normal","Radiant only"
"28.85","Puck","119","156","normal","Radiant only"
"28.85","Keeper of the Light","124","124","normal","Radiant only"
"28.85","Lycan","83","136","normal","Radiant only"
"28.85","Morphling","125","104","normal","Radiant only"
"28.85","Io","126","107","normal","Radiant only"
"28.90","Puck","115","153","normal","Radiant only"
"28.90","Keeper of the Light","123","115","normal","Radiant only"
"28.90","Morphling","124","107","normal","Radiant only"
"28.90","Io","125","106","normal","Radiant only"
"28.95","Puck","112","155","normal","Radiant only"
"28.95","Keeper of the Light","122","122","normal","Radiant only"
"28.95","Morphling","122","117","normal","Radiant only"
"28.95","Io","123","116","normal","Radiant only"
"29.00","Puck","106","157","normal","Radiant only"
"29.00","Keeper of the Light","129","128","normal","Radiant only"
"29.00","Morphling","115","124","normal","Radiant only"
"29.00","Io","117","123","normal","Radiant only"
"29.05","Puck","102","165","normal","Radiant only"
"29.05","Keeper of the Light","134","132","normal","Radiant only"
"29.05","Morphling","106","128","normal","Radiant only"
"29.05","Io","113","129","normal","Radiant only"
"29.10","Puck","100","158","normal","Radiant only"
"29.10","Keeper of the Light","133","129","normal","Radiant only"
"29.10","Morphling","106","128","normal","Radiant only"
"29.10","Io","109","131","normal","Radiant only"
"29.15","Puck","108","145","normal","Radiant only"
"29.15","Keeper of the Light","132","132","normal","Radiant only"
"29.15","Morphling","105","129","normal","Radiant only"
"29.15","Io","109","129","normal","Radiant only"
"29.20","Puck","112","138","normal","Radiant only"
"29.20","Keeper of the Light","132","132","normal","Radiant only"
"29.20","Morphling","110","134","normal","Radiant only"
"29.20","Io","109","129","normal","Radiant only"
"29.25","Puck","118","131","normal","Radiant only"
"29.25","Keeper of the Light","126","131","normal","Radiant only"
"29.25","Morphling","117","137","normal","Radiant only"
"29.25","Io","111","134","normal","Radiant only"
"29.30","Puck","125","128","normal","Radiant only"
"29.30","Keeper of the Light","124","125","normal","Radiant only"
"29.30","Lycan","85","151","normal","Radiant only"
"29.30","Morphling","112","141","normal","Radiant only"
"29.30","Io","111","135","normal","Radiant only"
"29.35","Puck","120","124","normal","Radiant only"
"29.35","Keeper of the Light","122","122","normal","Radiant only"
"29.35","Lycan","122","123","normal","Radiant only"
"29.35","Morphling","108","149","normal","Radiant only"
"29.35","Io","108","146","normal","Radiant only"
"29.40","Puck","116","117","normal","Radiant only"
"29.40","Keeper of the Light","123","127","normal","Radiant only"
"29.40","Lycan","119","120","normal","Radiant only"
"29.40","Morphling","106","157","normal","Radiant only"
"29.40","Io","108","154","normal","Radiant only"
"29.45","Puck","120","116","normal","Radiant only"
"29.45","Keeper of the Light","123","127","normal","Radiant only"
"29.45","Lycan","115","126","normal","Radiant only"
"29.45","Morphling","96","160","normal","Radiant only"
"29.45","Io","101","158","normal","Radiant only"
"29.50","Puck","124","113","normal","Radiant only"
"29.50","Keeper of the Light","122","121","normal","Radiant only"
"29.50","Lycan","118","120","normal","Radiant only"
"29.50","Io","92","162","normal","Radiant only"
"29.55","Puck","130","108","normal","Radiant only"
"29.55","Keeper of the Light","124","112","normal","Radiant only"
"29.55","Lycan","122","116","normal","Radiant only"
"29.55","Io","85","164","normal","Radiant only"
"29.60","Puck","132","107","normal","Radiant only"
"29.60","Keeper of the Light","131","107","normal","Radiant only"
